ID,Name,Credit,Category
73897,Han,7696,Entertainment
73898,Park,4613,Entertainment
73899,Sarah,166,Entertainment
73900,Kim,747,Grocery
73901,Choi,9910,Luxury
73902,Jung,546,Luxury
73903,Kang,818,Entertainment
73904,Kim,5065,Travel
73905,Jung,1323,Grocery
73906,Tom,7367,Bills
73907,Smith,4836,Luxury
73908,Jerry,6050,Grocery
73909,Han,7467,Travel
73910,Tom,8338,Entertainment
73911,Jack,4768,Luxury
73912,Jack,4321,Bills
73913,Han,8567,Grocery
73914,Sarah,4590,Bills
73915,David,3570,Luxury
73916,Smith,1218,Entertainment
73917,Doe,8313,Luxury
73918,Doe,5808,Travel
73919,Kim,3992,Grocery
73920,Doe,7155,Bills
73921,Doe,2961,Travel
73922,Jung,2110,Luxury
73923,Jerry,570,Luxury
73924,John,7565,Travel
73925,Han,481,Luxury
73926,Kim,1772,Entertainment
73927,Tom,8853,Bills
73928,Jerry,8312,Bills
73929,Tom,3172,Luxury
73930,Smith,7650,Travel
73931,Smith,2753,Bills
73932,Jack,5666,Entertainment
73933,Kang,2790,Luxury
73934,Sarah,41,Entertainment
73935,Han,8368,Bills
73936,Jack,4144,Bills
73937,Jung,6735,Luxury
73938,Doe,9016,Entertainment
73939,Doe,1485,Bills
73940,John,195,Entertainment
73941,Brown,692,Grocery
73942,Jung,4421,Luxury
73943,Doe,119,Entertainment
73944,Jane,3295,Bills
73945,Brown,4270,Bills
73946,Jung,7933,Luxury
73947,Sarah,7219,Travel
73948,Choi,7283,Bills
73949,Doe,6758,Entertainment
73950,Jung,211,Bills
73951,Brown,8246,Travel
73952,Sarah,8747,Grocery
73953,Smith,9469,Travel
73954,Han,1044,Entertainment
73955,Sarah,1874,Entertainment
73956,Jung,2891,Entertainment
73957,Kang,8498,Grocery
73958,Jack,2114,Grocery
73959,Kang,5027,Luxury
73960,David,7862,Bills
73961,Jane,1315,Luxury
73962,Jerry,4889,Bills
73963,Jack,3592,Travel
73964,Jung,9024,Bills
73965,Jung,1871,Grocery
73966,Tom,5450,Bills
73967,Choi,4659,Bills
73968,Park,7015,Grocery
73969,Jack,4190,Luxury
73970,Sarah,6595,Grocery
73971,Jerry,5867,Entertainment
73972,John,6607,Bills
73973,Doe,5934,Travel
73974,Choi,3945,Grocery
73975,Sarah,7383,Travel
73976,Jane,4438,Grocery
73977,Doe,7634,Travel
73978,Jung,4458,Bills
73979,David,8325,Luxury
73980,Kang,3849,Travel
73981,Jane,54,Grocery
73982,Jerry,8563,Entertainment
73983,Doe,6953,Travel
73984,Smith,6400,Grocery
73985,Jung,6148,Bills
73986,Tom,334,Grocery
73987,Doe,7131,Luxury
73988,Tom,6056,Grocery
73989,Jung,7545,Travel
73990,Jerry,6721,Entertainment
73991,John,4582,Grocery
73992,Kang,671,Entertainment
73993,Kang,423,Travel
73994,Jung,6094,Entertainment
73995,John,4489,Travel
73996,Smith,5479,Travel
73997,Brown,3247,Entertainment
73998,Doe,5771,Luxury
73999,John,8211,Bills
74000,David,3932,Travel
74001,Sarah,895,Entertainment
74002,Han,658,Grocery
74003,David,5538,Grocery
74004,Brown,6995,Entertainment
74005,Han,9335,Grocery
74006,Smith,8319,Luxury
74007,Park,4824,Bills
74008,Park,9871,Grocery
74009,Tom,5341,Luxury
74010,John,3446,Travel
74011,Park,8472,Entertainment
74012,Brown,2128,Travel
74013,Smith,531,Travel
74014,Choi,9029,Entertainment
74015,Tom,1730,Travel
74016,Kim,9187,Grocery
74017,Kang,3563,Luxury
74018,David,2920,Bills
74019,Park,6658,Travel
74020,Tom,9704,Travel
74021,Doe,7217,Bills
74022,Doe,363,Grocery
74023,Choi,3055,Travel
74024,Han,4304,Bills
74025,Smith,2004,Travel
74026,Tom,8288,Bills
74027,Jung,9544,Grocery
74028,Choi,721,Travel
74029,Jack,8380,Grocery
74030,Jane,4303,Luxury
74031,Jack,6082,Entertainment
74032,Jung,105,Travel
74033,John,4629,Luxury
74034,Sarah,298,Travel
74035,Kim,2970,Grocery
74036,Sarah,8307,Grocery
74037,Jack,7773,Entertainment
74038,Jerry,8110,Bills
74039,Jane,7208,Travel
74040,Choi,2301,Travel
74041,Kim,8244,Entertainment
74042,Kim,6490,Entertainment
74043,Doe,1824,Entertainment
74044,Han,9886,Grocery
74045,Jane,7603,Bills
74046,Tom,6197,Bills
74047,Jane,9720,Grocery
74048,Han,2453,Luxury
74049,Choi,3481,Bills
74050,Jane,2341,Travel
74051,Smith,7719,Luxury
74052,Kang,6508,Bills
74053,Tom,6824,Entertainment
74054,Kim,8575,Travel
74055,Park,1332,Entertainment
74056,Smith,8452,Grocery
74057,John,3520,Luxury
74058,Sarah,6972,Entertainment
74059,Brown,4494,Travel
74060,Jerry,600,Luxury
74061,Tom,498,Bills
74062,Doe,341,Bills
74063,Jack,1975,Luxury
74064,John,8164,Bills
74065,Brown,4827,Bills
74066,Han,3101,Bills
74067,Kim,8241,Luxury
74068,Choi,8463,Luxury
74069,Kang,6037,Bills
74070,Tom,5137,Luxury
74071,Choi,7273,Grocery
74072,Jack,3728,Entertainment
74073,Sarah,4343,Grocery
74074,Kim,8019,Travel
74075,Jerry,7382,Grocery
74076,John,5485,Luxury
74077,Choi,4833,Luxury
74078,Brown,4822,Luxury
74079,Park,7309,Bills
74080,Sarah,2772,Grocery
74081,Jung,5583,Travel
74082,Brown,7717,Entertainment
74083,Brown,9625,Grocery
74084,Jane,1047,Entertainment
74085,Park,9920,Grocery
74086,Jerry,9746,Grocery
74087,Sarah,5358,Bills
74088,Jung,7286,Bills
74089,David,2453,Grocery
74090,Kim,2465,Bills
74091,Jack,7484,Luxury
74092,Park,3863,Travel
74093,Choi,9078,Travel
74094,Sarah,7508,Entertainment
74095,David,6127,Travel
74096,Kim,2004,Entertainment
74097,John,8366,Luxury
74098,Jerry,6473,Entertainment
74099,Tom,842,Travel
74100,Han,1778,Luxury
74101,Han,7598,Bills
74102,Park,9662,Luxury
74103,Han,7982,Luxury
74104,Jerry,8255,Grocery
74105,Kim,2411,Entertainment
74106,Tom,717,Grocery
74107,Kang,7465,Bills
74108,Choi,8381,Bills
74109,Kim,3139,Bills
74110,Jack,5659,Grocery
74111,Tom,426,Grocery
74112,Jung,3588,Travel
74113,Sarah,4722,Grocery
74114,John,3398,Grocery
74115,Brown,9433,Grocery
74116,David,5934,Entertainment
74117,Choi,7221,Entertainment
74118,Brown,7612,Grocery
74119,Jane,8424,Grocery
74120,Kang,8382,Grocery
74121,Kim,2037,Bills
74122,David,9089,Grocery
74123,Tom,5106,Bills
74124,Jane,8908,Bills
74125,Tom,8308,Luxury
74126,Jack,691,Entertainment
74127,Kang,5958,Entertainment
74128,Kim,3182,Luxury
74129,Tom,2692,Bills
74130,Smith,165,Entertainment
74131,Sarah,7693,Luxury
74132,Han,2992,Luxury
74133,Choi,142,Entertainment
74134,Smith,5620,Travel
74135,Brown,8377,Bills
74136,Smith,3004,Luxury
74137,Kang,6968,Grocery
74138,Sarah,4924,Grocery
74139,Han,8916,Travel
74140,Jerry,1415,Travel
74141,Park,9594,Bills
74142,Kim,7308,Bills
74143,Tom,4547,Bills
74144,Jerry,8806,Travel
74145,Kang,4896,Luxury
74146,Tom,2800,Travel
74147,Choi,6703,Entertainment
74148,Tom,9568,Entertainment
74149,Jane,2262,Luxury
74150,David,8133,Grocery
74151,Jane,140,Luxury
74152,Doe,7900,Luxury
74153,Park,6928,Bills
74154,John,2448,Grocery
74155,Jerry,7182,Luxury
74156,Sarah,1682,Grocery
74157,Jack,1948,Luxury
74158,John,3222,Travel
74159,Jerry,7624,Entertainment
74160,John,911,Luxury
74161,Brown,1413,Travel
74162,Jung,1774,Travel
74163,John,3689,Grocery
74164,Kang,3301,Grocery
74165,Kim,7850,Bills
74166,Jung,8304,Bills
74167,Doe,2987,Bills
74168,Kang,8377,Luxury
74169,Kang,3339,Luxury
74170,Jerry,7198,Travel
74171,Doe,7110,Travel
74172,Han,4603,Luxury
74173,Kang,4471,Grocery
74174,Choi,4195,Luxury
74175,Doe,2647,Luxury
74176,Sarah,768,Bills
74177,Choi,1516,Entertainment
74178,Doe,262,Bills
74179,David,2436,Travel
74180,Smith,9404,Grocery
74181,Jung,9217,Grocery
74182,Brown,7865,Travel
74183,Park,10000,Travel
74184,Choi,7067,Entertainment
74185,Sarah,4118,Travel
74186,Jerry,6712,Bills
74187,Brown,5383,Travel
74188,Park,7164,Luxury
74189,Park,8497,Luxury
74190,Jerry,8198,Travel
74191,Jerry,5995,Travel
74192,Sarah,8015,Travel
74193,Choi,7879,Luxury
74194,Smith,6440,Travel
74195,Smith,4689,Entertainment
74196,John,1155,Luxury
74197,Brown,637,Luxury
74198,John,2943,Travel
74199,Doe,4241,Travel
74200,Doe,857,Entertainment
74201,Sarah,2546,Luxury
74202,Jerry,3703,Luxury
74203,Tom,3089,Grocery
74204,Brown,2424,Entertainment
74205,Kang,9937,Entertainment
74206,Choi,9753,Grocery
74207,David,9557,Bills
74208,Park,6235,Grocery
74209,Kang,5394,Grocery
74210,Han,1989,Grocery
74211,Jack,3559,Travel
74212,Smith,4357,Travel
74213,Choi,5156,Travel
74214,Jane,3837,Travel
74215,Jane,2780,Luxury
74216,Kang,4424,Entertainment
74217,Doe,6459,Entertainment
74218,Jack,8050,Travel
74219,Jane,8986,Travel
74220,Jerry,8515,Bills
74221,Jung,1351,Bills
74222,Smith,1224,Grocery
74223,Jerry,9517,Entertainment
74224,Jung,6516,Grocery
74225,Smith,6982,Luxury
74226,Jerry,7964,Grocery
74227,Choi,446,Bills
74228,Jack,7608,Bills
74229,Tom,9202,Entertainment
74230,Choi,1498,Grocery
74231,Kim,7995,Bills
74232,David,3459,Grocery
74233,Jerry,6525,Luxury
74234,Park,3820,Grocery
74235,David,9171,Luxury
74236,Choi,3874,Travel
74237,Tom,24,Travel
74238,Han,6163,Bills
74239,Kim,634,Grocery
74240,Kang,4073,Luxury
74241,Brown,8056,Entertainment
74242,Kang,9636,Luxury
74243,Choi,4257,Bills
74244,Jung,4397,Grocery
74245,Kang,990,Entertainment
74246,David,908,Bills
74247,Jung,4031,Grocery
74248,Han,9317,Grocery
74249,Kim,1974,Grocery
74250,Jane,3010,Travel
74251,Jack,5429,Grocery
74252,Jack,6479,Luxury
74253,Jane,6330,Travel
74254,Kim,5393,Travel
74255,Han,5253,Entertainment
74256,Jack,6585,Entertainment
74257,Tom,9109,Entertainment
74258,Kang,2767,Entertainment
74259,Choi,146,Luxury
74260,Tom,3257,Travel
74261,David,5560,Grocery
74262,Park,9362,Entertainment
74263,Doe,6242,Bills
74264,Jung,1959,Travel
74265,Choi,4904,Entertainment
74266,Smith,3220,Entertainment
74267,Doe,1141,Luxury
74268,Doe,536,Bills
74269,Tom,5039,Travel
74270,Tom,8645,Travel
74271,Han,8411,Luxury
74272,Tom,5332,Luxury
74273,David,7316,Bills
74274,Kang,6417,Grocery
74275,Smith,2466,Entertainment
74276,Choi,3022,Entertainment
74277,Doe,8281,Travel
74278,John,1013,Travel
74279,Jung,6894,Travel
74280,Jerry,8864,Luxury
74281,Jung,2474,Travel
74282,John,7932,Grocery
74283,Choi,7451,Entertainment
74284,Brown,4287,Bills
74285,David,7072,Bills
74286,Park,6369,Grocery
74287,Jack,768,Luxury
74288,Jerry,5829,Entertainment
74289,Smith,3808,Grocery
74290,Choi,7134,Bills
74291,John,5497,Bills
74292,Jung,7996,Grocery
74293,Kim,3890,Grocery
74294,Jerry,6935,Bills
74295,Jerry,1590,Entertainment
74296,Doe,7447,Entertainment
74297,David,8267,Entertainment
74298,Park,2463,Grocery
74299,Tom,4058,Grocery
74300,Jane,13,Luxury
74301,Smith,7450,Bills
74302,John,9113,Travel
74303,Jung,1103,Entertainment
74304,Park,1198,Entertainment
74305,Kang,2314,Entertainment
74306,Kim,3518,Bills
74307,Doe,5070,Luxury
74308,Jack,3659,Bills
74309,Jung,5769,Luxury
74310,Tom,7649,Travel
74311,John,1904,Travel
74312,Sarah,1965,Grocery
74313,Jung,2951,Travel
74314,Tom,9910,Bills
74315,Jane,1607,Grocery
74316,Sarah,9555,Entertainment
74317,David,3277,Entertainment
74318,Kang,5944,Travel
74319,Doe,5650,Grocery
74320,Kang,1475,Entertainment
74321,Jerry,2246,Grocery
74322,Sarah,1946,Luxury
74323,Doe,2769,Bills
74324,John,8844,Bills
74325,Brown,9465,Entertainment
74326,Jerry,963,Travel
74327,Doe,7625,Grocery
74328,Jane,5696,Luxury
74329,Kim,6483,Grocery
74330,Doe,3105,Grocery
74331,Jerry,9043,Entertainment
74332,Han,8678,Entertainment
74333,Jack,2348,Bills
74334,Brown,5430,Grocery
74335,Jane,2624,Bills
74336,Park,731,Grocery
74337,Doe,7860,Bills
74338,David,7482,Entertainment
74339,Han,7192,Luxury
74340,Tom,7963,Entertainment
74341,Han,5762,Luxury
74342,Choi,325,Travel
74343,David,443,Luxury
74344,John,8708,Bills
74345,Sarah,5325,Luxury
74346,Park,9131,Grocery
74347,Jack,9581,Entertainment
74348,Doe,7519,Bills
74349,Kim,7453,Travel
74350,Choi,750,Bills
74351,Jung,5141,Luxury
74352,Brown,407,Entertainment
74353,Jung,9956,Travel
74354,Sarah,6307,Luxury
74355,Smith,7914,Grocery
74356,Kang,5236,Entertainment
74357,Jane,5830,Travel
74358,Kang,3060,Travel
74359,Han,70,Bills
74360,Doe,4585,Entertainment
74361,Choi,8525,Grocery
74362,Jane,6998,Entertainment
74363,Doe,6025,Travel
74364,David,6676,Bills
74365,Jack,7584,Entertainment
74366,Sarah,456,Bills
74367,Jane,3961,Grocery
74368,Sarah,2962,Travel
74369,John,3004,Grocery
74370,Kang,4646,Travel
74371,Brown,5417,Travel
74372,Jung,8424,Bills
74373,Jerry,1965,Bills
74374,Doe,3775,Entertainment
74375,John,8756,Bills
74376,David,5046,Entertainment
74377,Tom,1018,Travel
74378,Jerry,6724,Travel
74379,Brown,2990,Luxury
74380,Kang,5995,Luxury
74381,Smith,5113,Grocery
74382,Sarah,656,Entertainment
74383,David,6715,Luxury
74384,Jerry,3016,Entertainment
74385,Han,8215,Grocery
74386,Sarah,4530,Luxury
74387,David,971,Grocery
74388,Jack,939,Entertainment
74389,Choi,3262,Luxury
74390,Kim,6921,Bills
74391,Doe,4221,Luxury
74392,Han,8141,Grocery
74393,Jerry,8968,Entertainment
74394,David,9506,Luxury
74395,Doe,1611,Bills
74396,David,2367,Bills
74397,Choi,2748,Luxury
74398,Jane,4398,Entertainment
74399,Doe,9564,Travel
74400,John,4488,Grocery
74401,Kim,241,Grocery
74402,Sarah,5104,Travel
74403,Sarah,7737,Entertainment
74404,Jack,1752,Grocery
74405,Sarah,3784,Luxury
74406,Han,3862,Luxury
74407,Jerry,7368,Entertainment
74408,Jung,4353,Bills
74409,Kim,9068,Travel
74410,David,2249,Travel
74411,Kang,7699,Travel
74412,Brown,3066,Travel
74413,Doe,2418,Bills
74414,David,5845,Entertainment
74415,Jung,6510,Luxury
74416,Sarah,7130,Bills
74417,Han,310,Entertainment
74418,Kim,417,Luxury
74419,Tom,7297,Grocery
74420,Jung,2443,Grocery
74421,Sarah,6779,Bills
74422,Kim,1996,Luxury
74423,Park,3563,Travel
74424,Kang,7350,Travel
74425,Jane,7159,Travel
74426,Jerry,3621,Bills
74427,Doe,7987,Entertainment
74428,Doe,3500,Grocery
74429,Kang,5583,Entertainment
74430,Brown,8618,Luxury
74431,Kang,3357,Bills
74432,Choi,1049,Bills
74433,Kim,9413,Luxury
74434,Jack,7119,Travel
74435,Brown,2882,Travel
74436,Brown,7782,Entertainment
74437,Smith,4110,Entertainment
74438,Jung,1510,Grocery
74439,Doe,520,Bills
74440,Smith,5376,Entertainment
74441,Tom,1601,Grocery
74442,Brown,6105,Grocery
74443,Jack,5162,Entertainment
74444,Jung,2899,Grocery
74445,Smith,8143,Grocery
74446,Jerry,7122,Grocery
74447,Sarah,3517,Travel
74448,Jane,8745,Entertainment
74449,David,7057,Grocery
74450,Han,4234,Travel
74451,Choi,6554,Entertainment
74452,Jung,1282,Travel
74453,Kang,5624,Bills
74454,Smith,5242,Bills
74455,Jack,1455,Bills
74456,Jerry,503,Bills
74457,Smith,1765,Luxury
74458,Kang,6356,Entertainment
74459,David,6258,Bills
74460,Jane,5002,Travel
74461,Kang,8575,Luxury
74462,Jung,2025,Travel
74463,Choi,6255,Bills
74464,Choi,5897,Bills
74465,Doe,668,Travel
74466,Kang,161,Bills
74467,Park,4521,Entertainment
74468,Brown,7738,Entertainment
74469,Tom,2053,Grocery
74470,Brown,2778,Entertainment
74471,Tom,9646,Grocery
74472,John,5684,Grocery
74473,Kim,7454,Travel
74474,Kim,9956,Grocery
74475,Brown,4943,Grocery
74476,Brown,3016,Entertainment
74477,Tom,6429,Travel
74478,Choi,8063,Grocery
74479,Kim,4707,Bills
74480,Brown,10,Grocery
74481,Tom,1103,Luxury
74482,Kim,8348,Entertainment
74483,Choi,5713,Travel
74484,Brown,4976,Entertainment
74485,Jack,4686,Entertainment
74486,David,6985,Luxury
74487,David,5113,Luxury
74488,David,2269,Grocery
74489,Jerry,9972,Grocery
74490,Jack,8772,Entertainment
74491,Smith,2994,Travel
74492,Kim,7331,Grocery
74493,Jack,314,Luxury
74494,Sarah,1167,Entertainment
74495,Doe,2051,Bills
74496,Kim,7949,Entertainment
74497,Jack,9978,Bills
74498,Kim,9157,Grocery
74499,Han,6730,Travel
74500,Jack,1139,Bills
74501,Choi,9342,Bills
74502,Choi,2982,Luxury
74503,Tom,5929,Grocery
74504,Jerry,1334,Travel
74505,Jung,5008,Entertainment
74506,Park,1109,Entertainment
74507,Choi,6181,Entertainment
74508,Choi,46,Travel
74509,Han,6803,Entertainment
74510,Jerry,6798,Luxury
74511,Sarah,7098,Bills
74512,Kang,1062,Luxury
74513,Jerry,4969,Grocery
74514,Choi,2645,Travel
74515,Jack,3204,Luxury
74516,David,6824,Luxury
74517,Choi,3778,Grocery
74518,Jerry,9883,Entertainment
74519,Kim,2903,Bills
74520,David,9797,Travel
74521,Jung,3884,Entertainment
74522,Tom,410,Grocery
74523,Sarah,5109,Grocery
74524,Smith,2526,Entertainment
74525,Jung,2850,Entertainment
74526,Sarah,4565,Entertainment
74527,Brown,788,Bills
74528,Doe,8972,Luxury
74529,Choi,5449,Bills
74530,Jack,3132,Entertainment
74531,Kim,7771,Luxury
74532,Tom,397,Travel
74533,Jerry,4391,Luxury
74534,Tom,2243,Grocery
74535,Brown,1564,Bills
74536,Kim,5236,Luxury
74537,David,7120,Entertainment
74538,Smith,5872,Entertainment
74539,Choi,2181,Bills
74540,Jerry,1257,Luxury
74541,Kang,5276,Bills
74542,Jung,2511,Luxury
74543,Park,9445,Bills
74544,Sarah,4070,Travel
74545,Kim,8520,Entertainment
74546,John,5365,Grocery
74547,Jane,3351,Grocery
74548,Brown,3958,Entertainment
74549,Jung,3112,Travel
74550,Sarah,2335,Entertainment
74551,Tom,1449,Grocery
74552,Kang,1029,Entertainment
74553,Han,9592,Bills
74554,Tom,5646,Travel
74555,Tom,7986,Luxury
74556,Jack,495,Entertainment
74557,Jack,3342,Travel
74558,Brown,8168,Entertainment
74559,Brown,8340,Travel
74560,Smith,8714,Entertainment
74561,Brown,9177,Bills
74562,Jack,2347,Grocery
74563,David,4801,Grocery
74564,Sarah,2993,Bills
74565,Brown,6332,Entertainment
74566,Brown,6558,Grocery
74567,John,253,Grocery
74568,Park,2645,Travel
74569,Sarah,4145,Grocery
74570,Kim,823,Entertainment
74571,Tom,1359,Luxury
74572,Choi,1408,Travel
74573,Park,6541,Luxury
74574,Choi,28,Grocery
74575,Doe,9997,Travel
74576,Kang,1454,Travel
74577,Smith,2147,Travel
74578,Tom,2457,Grocery
74579,Kang,5161,Luxury
74580,John,6473,Bills
74581,Smith,7323,Grocery
74582,Doe,6210,Luxury
74583,Jung,8309,Travel
74584,Kang,3560,Bills
74585,Jerry,3341,Entertainment
74586,Choi,6254,Entertainment
74587,Jane,6828,Luxury
74588,Jack,926,Travel
74589,Tom,9831,Grocery
74590,Tom,7955,Travel
74591,Kim,2098,Grocery
74592,Sarah,1960,Bills
74593,Brown,4895,Entertainment
74594,John,4990,Entertainment
74595,Han,3249,Travel
74596,Sarah,7716,Grocery
74597,David,9740,Travel
74598,Brown,3176,Bills
74599,Jung,4890,Grocery
74600,Smith,3580,Travel
74601,Sarah,3003,Travel
74602,Jack,6462,Luxury
74603,Choi,1810,Entertainment
74604,Kang,7895,Grocery
74605,Brown,9697,Grocery
74606,John,8835,Luxury
74607,Choi,978,Bills
74608,Sarah,5734,Entertainment
74609,Jerry,4798,Bills
74610,David,8495,Entertainment
74611,Kang,3053,Bills
74612,Park,9044,Travel
74613,Brown,5876,Grocery
74614,Jane,2685,Grocery
74615,Tom,2894,Bills
74616,Jerry,9503,Grocery
74617,Jerry,2035,Travel
74618,John,4365,Grocery
74619,Jane,9934,Travel
74620,John,5107,Bills
74621,Jane,8433,Luxury
74622,Jerry,293,Entertainment
74623,Sarah,3771,Entertainment
74624,Jack,47,Travel
74625,Choi,2778,Grocery
74626,Park,8305,Bills
74627,Choi,6209,Bills
74628,Jane,1071,Travel
74629,Sarah,6988,Grocery
74630,John,387,Luxury
74631,Kim,5232,Entertainment
74632,Sarah,9939,Luxury
74633,Jerry,4093,Entertainment
74634,Sarah,8864,Grocery
74635,Choi,496,Luxury
74636,Park,742,Bills
74637,Doe,5885,Entertainment
74638,Tom,3031,Entertainment
74639,Jerry,3487,Entertainment
74640,Jane,705,Entertainment
74641,John,7554,Travel
74642,Sarah,9439,Bills
74643,Han,7721,Grocery
74644,Jane,1663,Entertainment
74645,Jack,7560,Grocery
74646,Tom,6664,Travel
74647,Doe,4971,Travel
74648,Tom,2964,Bills
74649,Smith,5955,Grocery
74650,Choi,8647,Travel
74651,Kang,6511,Entertainment
74652,Han,3991,Luxury
74653,Jung,4232,Bills
74654,Sarah,8984,Bills
74655,Jung,4468,Entertainment
74656,Jack,8408,Luxury
74657,Kim,15,Travel
74658,Sarah,6299,Entertainment
74659,Jung,5367,Grocery
74660,Jung,2055,Luxury
74661,Smith,6641,Entertainment
74662,Kim,3012,Bills
74663,Jack,5506,Bills
74664,Brown,9704,Travel
74665,Han,3674,Bills
74666,David,6449,Travel
74667,Jerry,6684,Travel
74668,Doe,3685,Luxury
74669,Kang,8793,Luxury
74670,Kang,8537,Bills
74671,Doe,8634,Entertainment
74672,Kang,4931,Grocery
74673,Kang,9816,Luxury
74674,David,9972,Bills
74675,Doe,8839,Grocery
74676,Park,7720,Luxury
74677,Doe,2152,Entertainment
74678,Sarah,7911,Grocery
74679,John,8371,Travel
74680,Jack,4655,Travel
74681,David,1934,Bills
74682,Smith,6927,Entertainment
74683,John,194,Entertainment
74684,Jerry,4406,Bills
74685,Kim,2719,Bills
74686,Sarah,548,Luxury
74687,Tom,1783,Travel
74688,Jane,1029,Travel
74689,Choi,3845,Grocery
74690,Choi,8793,Travel
74691,Jane,7649,Travel
74692,Brown,5388,Bills
74693,Kang,3120,Bills
74694,Han,4606,Grocery
74695,Jane,4750,Bills
74696,Doe,8719,Luxury
74697,John,3407,Bills
74698,Han,5391,Grocery
74699,Jung,4253,Bills
74700,Jung,6326,Travel
74701,Brown,9529,Bills
74702,Doe,4160,Luxury
74703,Choi,9887,Grocery
74704,Jane,5731,Luxury
74705,Jung,3097,Grocery
74706,Brown,6861,Grocery
74707,Han,3160,Bills
74708,Kim,8607,Travel
74709,Kim,3954,Entertainment
74710,Doe,3485,Luxury
74711,Sarah,4524,Luxury
74712,David,1355,Entertainment
74713,Sarah,1609,Entertainment
74714,Smith,1030,Bills
74715,Sarah,2497,Grocery
74716,Kang,6309,Travel
74717,Tom,1793,Luxury
74718,Park,3076,Entertainment
74719,Jack,2581,Travel
74720,Kang,624,Grocery
74721,Jane,8142,Bills
74722,Choi,1142,Entertainment
74723,David,2811,Bills
74724,Doe,5906,Luxury
74725,Choi,9044,Entertainment
74726,Kim,2908,Grocery
74727,John,7965,Bills
74728,John,6750,Grocery
74729,Kang,3423,Entertainment
74730,Jane,5759,Grocery
74731,Brown,2859,Travel
74732,Doe,2435,Bills
74733,Smith,3819,Luxury
74734,Smith,9858,Grocery
74735,Kang,1101,Luxury
74736,John,3672,Luxury
74737,Doe,9357,Travel
74738,Jane,8728,Entertainment
74739,Doe,9011,Luxury
74740,John,6270,Travel
74741,Park,4507,Bills
74742,Jane,9210,Entertainment
74743,Park,9566,Luxury
74744,Jack,6113,Bills
74745,Tom,7165,Grocery
74746,Jack,4372,Grocery
74747,Han,2715,Bills
74748,Han,261,Luxury
74749,Jane,2434,Entertainment
74750,Jung,5731,Grocery
74751,Jane,4330,Entertainment
74752,John,4114,Grocery
74753,Kim,9226,Travel
74754,David,4360,Luxury
74755,Park,9285,Luxury
74756,Doe,5021,Travel
74757,John,8023,Luxury
74758,Jung,6576,Grocery
74759,Brown,7961,Grocery
74760,Kim,1916,Travel
74761,Park,7210,Travel
74762,Jung,7060,Travel
74763,Doe,1829,Grocery
74764,Kang,7713,Grocery
74765,David,4523,Luxury
74766,Han,3094,Luxury
74767,Han,103,Entertainment
74768,Kang,5463,Bills
74769,Han,4169,Entertainment
74770,Jung,1862,Bills
74771,Jack,1473,Luxury
74772,John,6816,Entertainment
74773,Tom,8608,Bills
74774,Sarah,2912,Entertainment
74775,Jung,2330,Grocery
74776,Brown,6633,Entertainment
74777,Jack,6151,Grocery
74778,Kim,7637,Travel
74779,Tom,90,Grocery
74780,Kang,8818,Luxury
74781,Tom,1498,Travel
74782,Smith,1372,Luxury
74783,Jerry,8907,Entertainment
74784,Jerry,2481,Grocery
74785,Han,3295,Entertainment
74786,Han,5644,Bills
74787,Kim,5051,Travel
74788,Jane,4115,Luxury
74789,John,5610,Travel
74790,David,8339,Grocery
74791,Brown,3800,Luxury
74792,Han,9160,Luxury
74793,Brown,3906,Entertainment
74794,David,9673,Travel
74795,Sarah,936,Entertainment
74796,David,3573,Travel
74797,Kang,7208,Luxury
74798,Jung,9938,Grocery
74799,Brown,5954,Travel
74800,Jung,4258,Entertainment
74801,Kang,1234,Luxury
74802,Choi,4226,Grocery
74803,Kang,1029,Entertainment
74804,David,5302,Travel
74805,Jack,3508,Luxury
74806,Jung,8074,Travel
74807,Smith,6154,Grocery
74808,Jack,8626,Travel
74809,Smith,3170,Grocery
74810,Doe,4851,Grocery
74811,David,8864,Luxury
74812,Sarah,9811,Travel
74813,Park,6942,Travel
74814,Han,231,Travel
74815,Sarah,6784,Travel
74816,Kim,8456,Luxury
74817,Choi,2611,Travel
74818,John,7906,Entertainment
74819,Smith,1848,Bills
74820,Kim,6672,Luxury
74821,Tom,5509,Luxury
74822,Choi,4046,Luxury
74823,Doe,794,Luxury
74824,Kang,2069,Bills
74825,Choi,3308,Bills
74826,Jerry,4225,Entertainment
74827,Sarah,6498,Entertainment
74828,Tom,7656,Entertainment
74829,Kang,7551,Entertainment
74830,Doe,3346,Luxury
74831,Park,3143,Bills
74832,Jung,4407,Bills
74833,Kim,8921,Travel
74834,Jane,8644,Bills
74835,Sarah,9514,Entertainment
74836,Doe,4998,Grocery
74837,Jung,4704,Travel
74838,Sarah,3071,Entertainment
74839,Doe,4045,Bills
74840,Choi,353,Bills
74841,Park,9659,Grocery
74842,Jack,4076,Luxury
74843,Jack,5883,Entertainment
74844,Kang,4178,Travel
74845,Jerry,4352,Entertainment
74846,Doe,4737,Bills
74847,Park,4034,Travel
74848,Doe,9244,Bills
74849,Tom,1163,Luxury
74850,Choi,6144,Travel
74851,Han,5470,Bills
74852,Park,1595,Travel
74853,Brown,6729,Grocery
74854,Jack,1872,Grocery
74855,Park,592,Luxury
74856,John,9749,Bills
74857,Park,8318,Bills
74858,Park,1529,Entertainment
74859,Doe,3097,Travel
